;Category1;Value1;Value2
297;B;9.152962552582192;27.626591028862048
298;C;13.03795647644925;19.603421828656572
299;B;11.727691980738424;17.747480059408446
300;B;9.313010965826406;20.439431127499976
301;A;9.311791272750352;24.02704177439904
302;A;9.367426729766175;11.812718968865815
303;C;14.19806829597508;6.722120841744234
304;C;10.784505181971467;17.148144659198586
305;D;10.881397038523929;13.145457910470391
306;A;12.090358651350503;17.401362655344283
307;B;10.496190753467792;19.55364597110629
308;E;9.493496621928726;17.729209032726924
309;B;9.619766700603085;29.111276989576396
310;A;9.871025867238234;22.387791723600714
311;B;9.940269492897112;22.230889255587073
312;B;11.480776054021849;24.152468612080472
313;D;10.119865175404852;13.634489789862394
314;E;11.490867891490131;26.642470859604373
315;C;9.852666478267517;19.98376850653189
316;A;10.173620752334747;24.440786477251564
317;B;5.990615136568608;14.034509569405305
318;B;11.86083754635776;11.156307277207452
319;B;10.713110565352544;25.32120085662619
320;A;12.025356124407109;22.684419189162398
321;C;4.181821349661344;15.048689977993119
322;C;14.221485957786843;15.242133183894707
323;B;9.734088841209816;27.15804308923532
324;D;12.247257651222727;13.332403292042578
325;C;7.920739900078848;30.247296767217225
326;A;11.249442520651389;15.057235683466562
327;C;7.8935298137448004;24.249133744294067
328;A;8.758891478922632;18.473573047115124
329;B;13.870336777066047;24.03887158510401
330;B;9.631181646022489;17.186505720077317
331;C;10.453176539051084;19.463981879809843
332;B;11.767664268710778;20.68067147240956
333;B;11.013604642954622;14.450618875728843
334;B;10.318202077166626;24.860921018920294
335;B;10.750316530112737;17.371061482220767
336;E;14.85601745260039;19.070943319115912
337;C;9.899188284580942;14.497432553741307
338;A;10.42027818215323;5.132498740380177
339;B;12.131388260726505;19.29534653997898
340;A;12.241906357023307;34.84585067427906
341;A;12.406066294953037;25.122400848656536
342;B;11.301721769556357;20.321243411557955
343;A;7.713085727215125;18.866137606447456
344;A;13.305173856101938;20.570457504209624
345;C;7.706357584671874;23.703998287716818
346;C;10.624785150679086;13.383762092639817
347;B;8.496034380994036;27.0916691140738
348;A;9.886057101347092;24.70896012609338
349;C;10.67740806578324;24.725709730536444
350;A;10.662493082836368;23.05511549011244
351;E;10.86504055063267;20.55344017912008
352;C;13.265454794578321;24.455004946801928
353;B;10.928714164615641;23.970943495574044
354;B;9.523477890499269;18.321736353111127
355;C;11.957031103246539;17.010387231857365
356;B;12.410981127578868;21.044624159996857
357;A;7.542684965093077;29.687946588283282
358;D;11.21847770546813;13.035594132453006
359;A;11.427488767403547;11.671344979184248
360;A;9.415909819396456;21.420327485312093
361;C;12.786084235246111;20.740209435550458
362;A;9.713009099046008;21.471577259639215
363;A;10.268166291425437;21.89331129403811
364;D;9.666651536158085;19.10318135604083
365;A;10.04661784259025;29.334627549025655
366;D;7.807205405259999;10.874728055552207
367;D;7.114798219218451;15.488001333413523
368;B;13.22677110857656;19.819579063764156
369;B;8.309354266026833;10.622177909910517
370;B;8.018452276048905;19.385970850696708
371;B;5.6780443353917835;30.35956488906755
372;B;8.728291317357906;20.561024361985673
373;C;7.35037239184307;21.8141607308057
374;B;13.322462349561356;12.909825098545237
375;B;12.049136848767988;16.755001283776014
376;E;8.629219367563158;18.19538212523627
377;B;14.551925408153327;18.53869450505248
378;E;11.992637434641576;28.091016117071057
379;B;9.360988919207319;23.767140228201733
380;B;4.981125902508729;13.7979905162518
381;C;14.62948282402212;21.90855084902796
382;C;7.216468023487517;23.41195415997316
383;E;6.701202094355136;27.24592535770575
384;C;12.074823666220414;29.876205952678127
385;E;14.92920432719426;14.373532179108214
386;B;12.803337234525266;15.593354989536259
387;B;11.151022769439294;12.925275639811195
388;C;11.213148880023672;19.03857219450603
389;E;11.734124724516981;23.221647157497305
390;D;11.543816223636718;26.333226233073038
391;A;10.58159418593217;19.982653201572663
392;A;10.225113680401824;18.52595838695312
393;C;9.889169363876187;21.34266674509695
394;B;8.496661299647265;15.44830820800558
395;D;9.449925209691921;32.91624465597531
396;E;6.605414235168553;10.834370946147548
397;A;9.81717147158552;21.539658350215397
398;C;8.024094326264079;32.52245657534064
399;C;7.792473636189328;20.47689055556291
400;B;10.37756888658989;19.301251808682505
401;D;12.818905343564795;18.301401390808195
402;A;11.86484350123235;19.358871534510957
403;E;6.8520562653417025;28.63574465626505
404;B;8.022005620104057;7.225724260285489
405;E;11.91006982059838;29.59485504650594
406;A;8.03638796421004;11.931559639218687
407;B;9.562800616773211;18.84367169327531
408;D;11.12311300657402;17.872575116129223
409;B;8.064873600757473;23.951467678394266
410;B;10.227479072406322;10.891329637168589
411;D;7.328346529623713;23.196647620072163
412;D;8.804010515471454;32.52665772232042
413;A;10.65932027046517;12.294592714481238
414;C;6.8067523056678265;21.56931579648335
415;A;10.902410580232463;16.482526939741565
416;B;9.975686736046297;22.97992929344479
417;B;11.128023150375537;20.550639747498174
418;C;10.466230604135031;16.60493686265216
419;C;12.762788101429301;23.350141013734362
420;E;10.267457418716926;31.212916866503356
421;E;9.150363566538873;19.296086967693036
422;B;10.261562077646513;24.73509994130047
423;A;11.10950947004428;12.712083299453772
424;B;10.113649959438558;14.723871503770907
425;A;10.09699641607544;23.257768830361382
426;A;8.601341182941942;29.30030060110261
427;E;8.680074853466879;22.560212061539644
428;B;7.190218334084801;18.566509271741833
429;B;13.539104748409612;20.43204569565873
430;B;7.509944528049484;12.96809988634204
431;C;8.619642503331912;24.046802564686107
432;C;8.568278168768344;25.706095158213532
433;B;11.81772864410792;17.73612575184135
434;B;9.421174387998308;17.62890684645364
435;C;12.528347340775596;22.024260611072023
436;B;8.658745867819883;17.827928088819576
437;E;10.577168627643067;20.041294574143304
438;C;8.332746900005056;32.97706398551299
439;B;14.335836703113573;18.960893580399514
440;B;7.62326886227428;18.296057536329247
441;D;10.63925712725626;16.568773422500424
442;A;11.291745124855229;24.881034482852066
443;A;10.84868252429687;19.35389940088602
444;E;9.642047326780666;16.557836212812354
445;D;9.753764677390745;28.327890619446116
446;D;10.103481454795842;28.914990489157063
447;C;9.719159399629701;16.850191547976863
448;A;11.956612061676621;9.288192189347676
449;B;14.467507811368534;26.453748245812594
450;C;8.89238194942992;16.3472617292771
451;A;7.256286228149309;25.158363697284976
452;A;9.837428684791268;8.669647243702414
453;D;15.211094984393652;25.767399513190682
454;B;8.396539222469215;13.202439425157264
455;A;13.316624702927257;24.800835369530144
456;B;13.394337692548927;20.521525085425303
457;A;8.900244170870893;14.7387848171387
458;B;11.161242353858166;18.005215129014015
459;B;13.295032923157382;24.53537946659335
460;B;9.251629305864576;21.068742438097573
461;C;9.605203552615869;23.926739410619405
462;C;8.843662036881561;32.24075537985175
463;A;7.971393507898256;11.093697493997702
464;D;8.70751401912283;30.09523225998415
465;A;7.550071863419232;21.059553508823594
466;B;10.083888046051667;15.068205465524052
467;E;8.464417904297271;12.490854422045228
468;B;10.486113591599715;19.306738497832942
469;D;6.881472465073165;25.940919939918174
470;B;10.68167362237059;19.67447870920561
471;D;11.694070645784132;29.461792988154436
472;B;5.99960828611029;11.768994359895164
473;E;10.768636133455265;20.364075463931595
474;A;12.487917662041204;12.956240043700442
475;D;7.578872326521215;22.60810351009728
476;B;13.384008402594198;25.73329630977926
477;A;10.859196075760801;17.923238402514496
478;D;8.595258189261353;4.882365314464554
479;A;9.90291384933577;21.62451438760135
480;C;11.139779509568923;23.044739976687797
481;C;10.168324010442117;22.850966344843183
482;A;11.100361243748136;27.817103372726685
483;C;8.160888642180323;14.039308867714038
484;A;10.356353456416329;24.498932597489972
485;D;7.16784297377588;27.558641274643318
486;B;9.791216590528625;9.81349598690885
487;B;8.194657352845802;22.345428479286575
488;D;8.533790968791974;17.425016318095185
489;E;12.504885013252958;19.949376000428394
490;A;12.213273943807485;22.512808386339355
491;C;11.242119599411485;17.526259356126257
492;B;7.81518601475805;16.40054770110485
493;B;9.377953754932246;20.64025637349836
494;A;12.458569267654342;13.942599074538887
495;B;10.300675184565703;13.951084995945074
496;A;14.68665770502691;24.493898760766086
497;B;10.807430724620028;13.57499727268283
498;D;10.4020504977167;24.415892009896734
499;D;9.392640720153612;23.19914790789513
500;C;10.28420768639689;10.128734615697812
501;A;9.708146500752655;16.38945914296691
502;B;11.441458601420686;27.568208716938464
503;E;11.942157094354378;14.576174300540986
504;C;8.432159227267846;17.662579648292343
505;B;7.333971055054148;23.19598004631771
506;D;6.316893830827022;25.11515144155967
507;E;11.038397383120696;18.93393815614295
508;D;7.792922203912099;16.867591930942858
509;C;5.679050432076938;28.931515804282125
510;C;10.797885316488287;30.82201985876087
511;A;15.03645062788896;26.282599742707536
512;D;10.003012133693113;20.945848485416267
513;E;11.704064353634053;15.60883469683976
514;B;10.18005420420823;15.476370412345947
515;B;9.81606365005143;23.557042548681064
516;A;11.866373987938568;22.93520062338617
517;E;9.430590689231217;28.80745744537859
518;D;10.55380106328211;24.321152281933596
519;B;10.663179074935872;11.458989177982163
520;C;8.669622482685261;26.719134064992428
521;A;12.013336313286011;14.475266747421735
522;D;9.662849005599318;18.14297325854783
523;E;8.493075009069983;21.930622139724214
524;E;11.095837220701444;32.355589882398085
525;A;8.205613503612808;39.01055931791273
526;A;10.072000058224472;24.059988456648444
527;B;9.996872911396794;19.34211878435456
528;B;12.202368357452055;23.62866316992016
529;E;10.971340953197107;25.737883475789843
530;E;9.964832298265296;18.52106024871339
531;D;11.662322684294601;31.158346743469696
532;D;12.815290519490452;21.810397121322985
533;A;11.138739000525414;23.409095321593313
534;C;10.03609116744775;24.413573157045644
535;D;7.373038462701297;22.95424358131259
536;E;7.869968386395011;25.446928995739054
537;B;9.400479208257488;16.749675052650723
538;A;8.787606362820355;17.10176803602938
539;B;9.638656258260083;13.865503072243257
540;D;10.129339694873506;23.06124033653362
541;C;11.082106755617843;25.088549472607845
542;B;9.87324640173255;23.17036940060749
543;C;10.995114490081413;30.437341608889664
544;C;10.145099190191852;20.402855094003378
545;A;6.036404476574113;24.43040036502564
546;B;8.123301455711447;13.915991542079563
547;C;9.725029455970185;18.124288412612728
548;A;7.5787641194050615;24.59044260777417
549;C;11.223570741331306;25.507620170139536
550;A;13.098362162527938;18.680532562155353
551;E;12.46997757330451;20.00864456841434
552;A;9.585339229836174;11.370633934913807
553;A;13.017747450480986;18.303887315926662
554;E;10.31467444329647;25.754175145784345
555;A;9.336306656439282;23.871743976218525
556;B;8.779770489988767;23.426551018203888
557;B;9.406028156706826;20.73355587798343
558;C;9.233403338813822;20.47846322363458
559;C;10.358479159864581;16.49244764756673
560;C;10.338655662381992;24.610096400293727
561;B;10.02137476741565;22.95057840198701
562;B;10.895287492231592;23.374906752510896
563;B;12.413349306461946;17.294485202605447
564;B;11.927759768544803;7.575234448211571
565;C;7.024470613529113;26.98912574660201
566;A;4.871325069960399;17.576376039576452
567;A;11.897076147291548;15.283268334722294
568;D;7.262176093919539;24.57814595821248
569;B;9.562534245015607;18.09494543101331
570;A;7.658486617260998;26.76684772425955
571;C;6.385827105346641;24.121403988268654
572;A;11.10581294602995;24.518960006315112
573;C;11.54427256481985;12.277978709779633
574;E;8.85407609323798;27.67472743965676
575;D;4.7965584448786895;21.996621246423008
576;B;8.915035483770223;18.230735350059604
577;D;10.80438167478136;21.292678969333497
578;A;7.036527966623429;9.827545625451927
579;B;10.384549375418942;22.87699524785367
580;A;9.984403764841721;14.288259562515075
581;D;11.182004793977406;12.357327163973597
582;A;10.256089430768597;11.343844224830463
583;B;8.055357898633918;27.081913958461808
584;C;12.42528344993768;16.677942959325488
585;B;9.695941437883198;29.596611040680276
586;B;9.960244967487332;17.236153142516883
587;B;8.135522023509477;10.238921639219823
588;B;9.12241414750269;13.76773046929284
589;B;8.233137051568907;27.817279135331916
590;B;9.666904841213329;19.505161292959862
591;C;13.462833359373425;17.161580326364586
592;B;7.252060266342857;21.392001768263285
593;B;6.765326472986216;23.433222494218075
594;E;12.978359619526643;27.110047510451153
595;A;9.593635798147568;29.087575916742104
596;C;8.667644038557055;18.287525722762137
597;B;12.10973701132617;12.516333148421534
598;B;8.795454725318868;17.96681822767801
599;B;13.693050251815807;21.990827682836127
600;B;11.380666679533736;14.680136887870498
601;B;9.032525477710744;14.719603857809123
602;B;14.360326612745848;22.489583344726622
603;B;8.79525455506622;20.145697091569424
604;B;11.509912030557585;20.632160987490334
605;A;10.618052165084642;15.906093020323679
606;B;12.63710847570371;19.060187878287206
607;A;13.160317360103267;14.916208343142142
608;A;10.079700038723525;25.753071694704843
609;C;8.497762458708104;26.619401997100518
610;B;10.941680777510234;9.40974695843447
611;E;8.650236705203731;14.884686687719043
612;C;14.070451897462327;11.498115921208523
613;B;10.290238833192117;16.55394867463911
614;E;9.279436688067399;19.937936710568376
615;D;10.38720879712798;11.778135238221543
616;B;7.301959900764619;14.930383286918973
617;B;8.058288252862477;14.4400478839325
618;E;12.433022533820846;21.674201489212585
619;C;8.692172970229226;20.85044342744909
620;B;7.906630847415573;16.125632331438204
621;B;11.096125057105091;21.492357155718608
622;A;12.403395262196772;17.17117955082785
623;A;11.463301042305837;18.813792112033063
624;C;12.021403558420975;30.431128062047815
625;A;8.490960321396859;28.442307722761768
626;A;7.15153628131937;12.67440650866224
627;C;13.039112304484686;25.39193285523109
628;B;9.365322397616218;25.282420184238603
629;B;9.510030828917806;13.578167205579703
630;C;12.690387808795238;25.326504435029975
631;E;11.135556086024796;29.62172107188415
632;A;10.933454346890107;13.731773264580692
633;A;14.375823550289086;14.95640583265289
634;B;8.719113994819367;26.514356799723362
635;A;11.884025058533274;22.057809157409856
636;A;10.130071224821517;23.73002183656742
637;B;10.556217941535103;22.470479015864893
638;B;13.093765113265093;22.769746027811014
639;A;11.038084044547725;12.513798127233704
640;B;11.099434920996968;26.691481484884136
641;B;12.175402800967799;27.421764227723283
642;B;9.28017954095749;19.066220020055965
643;B;8.324967115102112;20.176607665990865
644;B;7.910864111044249;11.291594081567947
645;E;6.054753102635242;23.507712807414975
646;C;14.156696463425462;23.85294479171461
647;C;7.793240919853099;20.064836137195595
648;E;9.56960740306196;27.15158417929385
649;A;9.457703308568597;18.4409701173812
650;B;10.634395006169559;23.80843991167699
651;A;11.658235851531073;14.346236546535462
652;C;11.748340272035211;20.295610404217214
653;C;8.840849262699454;19.394930617129518
654;A;9.678635798336297;21.781950627867847
655;B;10.584390850943903;18.22924345822461
656;B;9.514344862175102;19.651045383490246
657;A;13.252633497502604;25.369922373797863
658;C;11.004124288075307;17.827662301225565
659;A;11.495374915243634;10.840844798534857
660;B;11.350364979613445;30.885832490860924
661;D;12.378761923377724;28.68714243673228
662;C;10.379839625539931;12.71811718896966
663;B;7.403258956598799;24.555622668462323
664;B;10.8202609227548;17.432213655165732
665;B;8.70332595231284;22.009980052849166
666;B;8.950539996749471;22.193559164684636
667;B;11.196249726712391;19.036255179096127
668;B;12.509295736464416;15.755163589092215
669;B;10.058083303924944;16.311956371938127
670;B;10.637267781456282;14.9642353394127
671;E;13.443712198755666;15.468141362084445
672;B;10.500146534818525;20.035049179192345
673;A;15.255352901796435;16.161333896760546
674;A;11.154246426911214;24.509898043070383
675;D;6.468844633310848;29.318995578217304
676;B;11.532563374215192;16.971855228788662
677;A;10.782940071736652;21.866143770571252
678;D;12.612962075326491;23.420694226182874
679;E;11.371110626340322;23.255355860735968
680;E;9.736372141490149;20.88992783476028
681;B;7.549350868293761;24.872018534549248
682;B;9.59424088110146;23.316555132609853
683;C;8.302185784343065;13.044222460506631
684;D;8.845993313547524;25.627394297014547
685;A;11.20070977470487;25.735705935996254
686;A;13.378634955632146;15.877479698408527
687;B;10.810157225415521;20.662865138780557
688;C;7.606582561427384;24.51752461042955
689;B;10.910724744903396;19.18613134245147
690;B;12.425404267146249;26.844740289114903
691;A;8.787061135019925;34.55472895209874
692;A;9.745312471327253;15.741902237775701
693;B;10.044823554207138;12.187858881485345
694;B;8.434356933819743;22.250863020028692
695;C;11.320957083302783;24.74587786364388
696;B;9.77163509827196;19.057406682236465
697;A;10.860230196749496;29.11601402633329
