;Category1;Value1;Value2
50;E;13.257231091142584;13.87260309721572
51;C;7.239797083570217;24.25013868379612
52;E;6.593235121289691;21.462804282627193
53;D;9.888904602206763;16.61552821557963
54;B;10.768130897878615;12.318173607974634
55;E;9.934610503811815;25.234743969680867
56;A;5.865115799920247;23.901207067751965
57;A;9.821759920974424;19.404944817323702
58;A;7.391060998990294;31.079821976285995
59;B;11.339345097660077;13.579491402043084
60;B;10.733196492193697;10.846848974451568
61;B;8.120240427345289;15.848551580712535
62;D;8.972266165326612;19.726483901867013
63;B;7.881572956222097;21.46003669593615
64;B;9.874641805453656;18.55258365286202
65;B;11.910284641002477;22.11233237908578
66;A;8.028547907328912;12.490763454857335
67;D;11.008093031035688;28.662587624439556
68;A;8.939484763255118;19.507092929644585
69;E;8.414254335475311;26.703774989528767
70;C;9.785939280090885;22.056352078266226
71;A;7.929515355161252;22.740519314922704
72;A;8.892701389305635;23.418603681393222
73;D;7.6042442148223035;22.68625136010389
74;C;13.929450265832779;23.856336559205264
75;C;10.070527103943457;27.97491518079459
76;C;8.600548984014829;21.17912701820882
77;A;10.427959821468445;24.254022545531072
78;B;9.77534390061834;19.46158583427664
79;A;9.558060800933553;28.640703292696838
80;D;11.22833340008685;15.941646187644382
81;C;11.51501542009461;30.805642597464896
82;B;8.938997704778945;19.75905229613394
83;A;8.84836351871064;11.41534938729171
84;B;9.449896605696711;20.768626489464737
85;B;5.39615767052883;15.913690055150715
86;C;6.9696178756028955;25.043861293932345
87;C;12.733748534889049;16.084256124185654
88;D;13.289935427002568;17.32289940071132
89;B;9.501927920887244;8.662755614326814
90;A;11.153113926111534;17.28616208450554
91;C;10.622500309087073;5.456724040226259
92;C;16.157761616910477;10.49658305908566
93;B;12.239149822869154;24.562487936865786
94;C;9.744164817038467;24.714800951904994
95;B;8.088919118799149;22.55274537070979
96;B;6.787107359484855;14.198143141224723
97;B;10.406927271734446;19.71373186314812
98;A;8.487298509431394;19.97838476545659
99;A;7.155492580804651;13.049811864844743
100;A;8.706854231514948;29.020389810602904
101;C;7.8369039927712105;25.26417374345403
102;B;13.37428327014513;18.674214957022016
103;B;11.763279513898901;20.161315033967185
104;E;9.984054717366766;21.250296847685316
105;B;12.959888277780053;7.749590789454256
106;B;10.154736615295237;18.516935704876417
107;C;8.277431597343472;15.908094512013209
108;B;13.046248154539315;13.990279940630508
109;A;11.077820087369318;18.313398242684272
110;B;7.925507691347088;30.786119161097133
111;A;9.619322643832783;23.845057167602057
112;E;8.248763493230486;16.57292606130322
113;D;7.234400538071328;23.43549668813695
114;C;11.852355095063283;28.396132619516013
115;D;13.818833280940261;25.547802097476612
116;D;7.202864852361717;20.357782219521045
117;A;11.125938473381142;16.118379333766555
118;D;8.698714861756347;24.18933988168154
119;B;9.025749232470607;22.3609123125305
120;D;8.815212151522262;25.37115932016639
121;D;8.272018460640368;23.811030810091818
122;B;10.097043255889654;26.29731629191601
123;A;8.338099767177924;16.78858873063659
124;B;10.540913651559677;27.904364393805956
125;B;9.899523781101726;21.185597628154397
126;D;9.52210390626718;32.451565235751595
127;D;8.184872675916804;15.864873091462593
128;A;8.846457338863335;30.415782818991495
129;B;11.510782451651512;21.187464700775887
130;B;11.001834375248762;16.09149197831331
131;B;8.044889510402898;17.09668499567407
132;A;10.19866461085845;18.077916150834078
133;B;11.502774246743577;22.5449956784115
134;E;6.6611894377572565;23.137012928212997
135;B;11.08672038475987;16.557799976368525
136;B;8.674752482108307;19.853872446434103
137;C;11.141197337186318;32.85362215167118
138;B;8.473481686914965;30.36525902060427
139;E;6.390235798670962;22.617942018044193
140;E;6.744915124233675;20.228020869009203
141;B;10.096169893322765;20.720187960309566
142;B;10.519445003442964;23.681107836382502
143;B;8.191366749791182;13.863244608809566
144;B;11.277184917554749;18.45574077545993
145;A;6.67695987546208;9.988495556734463
146;C;9.867840402705367;22.395338735631675
147;B;7.577967600475087;23.883175638216446
148;A;8.696327784395681;17.100881226203757
149;B;10.094797342632829;29.443920579740197
150;E;8.279173269432095;12.645406021985952
151;B;9.23088891154035;11.213750718741078
152;A;12.012585618428881;21.346710911359832
153;B;8.846216260953703;26.282589815672928
154;E;11.671384224130284;30.103566148747213
155;B;7.740586290684764;17.24669442278636
156;C;11.059608355830566;26.472085000587775
157;C;12.8831372413158;19.768949182995758
158;B;5.056710999745421;18.96423620035508
159;C;8.406209489059046;25.301959624920034
160;B;11.15414425436108;23.913937270480517
161;C;9.593909227914015;10.541647058094505
162;C;10.742291746742618;28.859242098355374
163;B;8.79202962656836;28.28054812488471
164;A;10.1731795749458;16.246623790942824
165;D;9.68864552921584;22.374821200624453
166;B;12.335564123319614;22.964181117696434
167;A;10.508841686602427;21.564042594943444
168;A;10.675205324150404;16.698169076927478
169;B;9.176246067755065;15.97025979237169
170;C;9.024787551855013;19.84667557405133
171;A;9.134883624360759;27.03637411555619
172;B;10.788904284756594;23.261600927566594
173;B;9.158031038359475;17.776314007483364
174;C;10.579549713792826;24.630192263890066
175;A;14.150801597290878;2.9087442762195472
176;C;11.742249406863385;26.892594202232623
177;B;9.347952935664317;9.561717327331403
178;E;12.402427844327889;17.825354351581208
179;A;9.183849253956897;13.281980632243137
180;B;5.923750929644292;12.231911145674566
181;A;7.983827378165191;26.964960724271116
182;E;6.258416157948289;17.19379279212865
183;D;9.296973031917382;22.079023290384296
184;B;10.036836758379103;19.718476526724896
185;C;13.352874624550566;22.86224496333873
186;D;10.653854747528325;20.460931346361534
187;B;9.561798942382271;12.302046654868583
188;B;11.658811162366979;25.97760091668284
189;B;5.57772938198423;17.037460501032125
190;A;10.471229116217131;10.660508608041493
191;D;11.541730387773933;17.431309034204524
192;E;7.0428275084403165;29.004558743805866
193;C;12.287508086413858;25.10133045268096
194;B;10.676992814988829;17.908087193552845
195;B;9.169424172198397;17.904453774089426
196;C;11.26556373221257;18.070189692695706
197;D;14.541385715608792;32.46048790136504
198;D;10.363732510116991;22.29161271338932
199;C;10.496441172600672;22.58024988314642
200;C;9.081278200919511;26.181700724191053
201;A;8.300311261070416;21.43273495415908
202;A;11.66067163308849;18.44574712507578
203;D;8.287832348182265;18.821900905490132
204;C;10.143132474438785;19.570392443515615
205;A;9.044685106469768;19.77666658094095
206;A;10.957959651492784;24.36577726182188
207;C;10.667324210573897;20.311675314843797
208;A;12.075079888515798;24.395840463293474
209;A;8.979967202290506;19.515700519348506
210;B;9.460250129413257;20.471811141896545
211;C;8.042472568435386;8.010795892807355
212;C;9.111413479847776;25.497966048214888
213;B;10.754600986089704;22.078930855387956
214;C;11.513977233290703;25.988060659157913
215;B;8.155669351644748;2.622467730837865
216;B;11.73921184021132;32.530248228684364
217;C;12.711275717609901;19.162462231068957
218;C;10.826869806447402;26.6490969004251
219;D;13.753591625116131;13.760564437246815
220;C;8.452421601792853;23.676643430375417
221;B;7.510690593377166;13.679506620958064
222;A;6.442559502191443;16.25738623582517
223;B;12.992088622978367;31.484188123200717
224;B;11.308731312708115;18.85590559541992
225;B;9.88883065817909;21.304597239078337
226;E;10.55993725263964;25.220406384132524
227;B;7.7490219054032465;22.974091327835627
228;D;14.891503959233653;20.902513430861458
229;C;10.258442363950454;22.189766014797353
230;C;10.218789589209786;34.420493511429655
231;B;11.451533247797384;19.654287217798487
232;B;10.962018463473427;21.206594280289806
233;B;10.447768048558263;26.303926376045673
234;A;8.419051089109375;26.6331555977479
235;C;10.942936714271992;27.12218183336228
236;B;13.764048992950068;23.832381332175107
237;A;12.690840092309955;13.141970523617099
238;C;13.186373253278795;29.800589193806577
239;A;8.97756864713763;13.121927641887872
240;E;8.020790359482838;21.815812791434197
241;E;9.748426159800704;15.474344899883853
242;E;10.11144982457739;19.615169920442046
243;B;12.188383036941897;21.972574461820884
244;A;6.615070740570362;21.928143292701638
245;E;13.059100638921228;22.531524525411708
246;B;9.683984202842021;29.682267614351883
247;E;9.14623786010516;22.72120580908388
248;E;7.975791249479665;18.535060188256107
249;D;6.690286656268461;25.784523009730144
250;B;11.64634116792383;27.136822933547844
251;B;10.146635934376807;12.634353109178045
252;D;7.420078200517892;23.584400419099147
253;B;7.409842455872768;24.207036453865392
254;A;9.328430601419743;18.214618979840047
255;B;13.338043050578786;28.254240879869716
256;E;9.48081729727279;19.09966647780484
257;C;6.993714093763788;20.753458720829254
258;B;9.50851387182811;18.96156905429678
259;A;9.45455286050466;20.093474285488806
260;C;4.606226714116857;13.422349478628789
261;E;9.891410266964376;11.359694704434233
262;A;9.538130939582643;29.567030379349834
263;B;11.392412729626837;14.918231910090032
264;D;13.69791218989069;14.051645903262157
265;C;12.253130059095515;7.079659318377711
266;C;9.462222618890339;16.166229513862987
267;C;7.786948182516659;12.06146123955501
268;B;15.14671960649972;29.852090960818217
269;B;10.118436868028976;26.058902536055804
270;D;10.027858583825893;15.871097928933658
271;D;9.951749825779993;33.51461483206585
272;D;10.39616952153571;25.890592921949565
273;E;9.711279176152114;18.051011698948265
274;B;8.852675986239527;5.003565710758561
275;B;8.906282117519215;33.74565543554445
276;C;9.934493459568003;11.662565199418424
277;C;8.91315045773247;10.12760751825865
278;C;8.57430843464567;26.135422592057843
279;C;10.212860455383794;34.638514438035635
280;D;9.49004556515829;28.30563691106311
281;B;13.007985977165378;23.38345472031416
282;B;4.698060383213976;23.568526049991718
283;A;12.183013703844924;25.120493352681848
284;B;12.492170384995259;24.55357153872059
285;A;5.853219535183701;21.687148543816257
286;B;9.314624811839302;20.625206623711257
287;B;9.257118268008417;19.624441232602866
288;B;7.184976610564357;15.476212466799943
289;B;8.44436662481825;18.315949538799355
290;A;7.7788483090683425;9.842259114827687
291;A;13.504540886847245;19.4099622392315
292;D;11.871356786294923;14.068453357094494
293;B;12.543110189988317;13.378464096705375
294;A;11.443344128086471;21.079364906920873
295;B;7.741896457565542;28.352013718067596
296;C;8.950959467440452;25.509899636013877
297;B;10.978749122455836;10.576996378260938
298;C;7.555744382216109;14.062231180577974
299;A;11.425996860344776;25.644627127929297
300;A;9.51934920368373;14.105075638770142
301;B;9.250358384900805;18.65220110001785
302;B;11.421919936406983;23.30031259414731
303;C;10.88852662297208;14.189933270818187
304;C;9.27806766836184;20.63225303687576
305;E;12.318659606728495;11.995847030490774
306;B;7.837873344800205;16.391794136292717
307;B;11.231871213888528;21.918691604855223
308;C;11.186202515936767;10.442037598809984
309;B;9.380907121372019;22.642848427762395
310;B;10.652266044484236;19.882173206439912
311;A;7.497772847229394;23.314939726502885
312;A;11.848054038413801;21.34348480438797
313;E;9.630195727114021;28.184842579843064
314;D;8.95455395896192;20.751347015887443
315;C;12.098018451673779;17.423566753248483
316;B;8.59131261891448;20.733785018193704
317;A;7.183077407272881;23.25978817421833
318;A;6.8867416529521925;20.293160421954227
319;B;11.21201990269128;20.243550147223296
320;B;7.439141295007434;15.788049873159467
321;C;13.50958836396873;16.02259449469431
322;C;5.836141184232556;11.584368369201838
323;B;13.392912736580076;30.497460459121637
324;E;10.422034934405238;12.53682058765229
325;C;9.806573776259215;15.842568813224556
326;B;8.910161826382101;15.689556406584815
327;C;10.798272228704143;25.36954626166665
328;B;9.924730595150303;18.230301930247833
329;B;12.206603764033042;27.486452436042402
330;B;10.228455297324079;15.959056254536788
331;C;10.300603522923755;21.673964973342812
332;A;9.272775575572288;14.987917680441456
333;A;9.886108752557865;32.87089476664033
334;A;10.615603537784118;12.874409485822923
335;A;6.579663214686748;21.858924261362166
336;D;7.303629155788574;23.802661285592592
337;C;11.48652818804543;22.48279458470899
338;B;10.341730876255884;18.88827404673375
339;A;9.632033327294641;19.221075801599444
340;B;10.036867866130786;20.26286883187466
341;B;10.695163410723342;19.117987990229068
342;A;8.920480639381276;25.783274700769457
343;B;8.443390549195374;33.26313800954811
344;B;10.391690510195364;16.655049289953
345;C;8.043254444769936;11.781182122525532
346;C;10.816505511428943;19.47030770989247
347;A;6.594832791524319;35.478256025925916
348;B;12.058311274651288;15.177952592181615
349;C;10.945194964826086;29.834700832664403
350;B;10.51205946862775;30.066204884458642
351;D;11.965381967891028;16.67847054975203
352;C;13.330948888925153;23.41389847511165
353;A;12.028740130036262;29.77037973877123
354;A;6.318251537336709;17.72523355407508
355;C;7.4408460665285965;18.77851783938583
356;A;8.750362844608642;16.509914516308136
357;B;10.052182100421668;13.911459615842798
358;E;11.035318040938247;16.104334729603956
359;B;8.548512373693068;12.65635839942646
360;B;10.373533528954157;20.204500809555356
361;C;8.489234135293355;15.38016061364815
362;B;8.776964394016103;21.402715470744486
363;B;7.186677806303555;10.664626122778236
364;E;8.153533507778192;21.98528139328674
365;B;7.296630788767333;25.001173769653548
366;E;8.048253494045335;8.037586144571268
367;E;12.10728359321568;22.24433941908543
368;A;8.101202222336115;27.36601395483975
369;A;15.26476412967478;12.742153887852767
370;A;10.986635801761778;30.03543432102622
371;A;10.369672247389747;22.51411405619627
372;A;8.283284439637573;15.769928865449547
373;C;11.400619758817983;19.665385534053765
374;A;8.848724347524453;23.349961475130335
375;B;10.244019629290722;20.45603234847447
376;D;15.12016907653759;23.232535954678216
377;A;9.8078802005507;14.475958441523803
378;D;12.298546652571352;21.016164944216467
379;B;8.593647149748225;11.517713018570118
380;A;9.930023019006077;19.3326436319078
381;C;13.54160127127102;14.576554151211262
382;C;8.746065884424466;15.586820344461401
383;D;13.624897115993857;27.416559051262624
384;C;11.415503870910952;26.547860723565613
385;D;8.875066448211465;23.65482872544306
386;B;11.264815478111043;13.446123411964527
387;A;11.94510889925346;18.101549301831188
388;C;11.243619924434393;27.2785861998751
389;D;6.859550560219088;20.850301481839427
390;E;8.545725648350263;33.91597723989017
391;B;9.50496272889699;22.35990703636623
392;B;9.851133141799908;21.15229469894019
393;C;11.241344195101355;18.145301214784993
394;B;10.355402001866508;20.801245428693694
395;E;7.3293112825797975;19.085180981716736
396;D;10.760395702011927;24.24865206013154
397;B;11.221171490567647;25.740213900767504
398;C;11.119580895862079;15.284063236952303
399;C;12.161561451109243;12.012602278653333
400;A;11.667844309097807;8.98276776138022
401;E;10.918360158456874;23.047947961475263
402;B;9.859668577082706;13.379800362956757
403;D;6.678078132968017;7.082656442285103
404;B;10.859236438265171;22.331471627185785
405;D;10.415375374326223;34.95799710459674
406;B;10.543157674390747;19.96357453076064
407;A;7.446502848359382;25.03094464670985
408;E;7.837886919183475;20.49097615128539
409;A;12.106305706665808;19.406662080853145
410;B;9.92088969228669;25.514458897926612
411;E;11.363001394745249;18.25835273486809
412;E;10.056636752260923;21.60435388443142
413;B;10.059512278991491;21.93018683717608
414;C;11.876567611951995;15.991457278141707
415;B;8.967910543565253;25.952254097219136
416;B;10.192241553881967;18.95024145982755
417;B;9.075449422589916;15.465529043042931
418;C;9.131007545135368;23.21905906142242
419;C;9.381655753062722;14.609192109253776
420;C;10.444267543267426;20.16908694421477
421;C;9.042502756673045;19.94528602013478
422;A;12.511512251147042;26.515373394989467
423;B;8.210785395560992;22.848189397279718
424;A;9.626256711677282;19.849838247529135
425;B;9.12053788345165;24.906597795201723
426;B;12.893955768707466;28.341245294103878
427;D;10.39310955302315;23.346861838111174
428;B;12.06368907893727;20.062115719060284
429;A;7.028879253926056;12.128982605899044
430;A;10.534100531738517;13.609318021547764
431;C;11.779261591246874;18.168651773871993
432;C;10.16456797855085;16.342926787044302
433;A;12.130960750130702;18.878172182087326
434;A;8.965423099799256;20.339899549382643
435;C;12.81869488037116;23.178156526140384
436;A;14.5977962472385;19.577007331645454
437;D;9.274322879120682;22.91900986295721
438;C;9.108994957198457;20.386846488860723
439;A;12.906768954235401;8.147200601876772
440;A;13.159144291461425;14.363987637087474
441;E;8.954279945693463;19.13547466567031
442;B;9.159626365808286;12.741831542953355
443;B;9.436430782278986;23.599572379977225
444;D;7.3110989779314455;29.184504994062184
445;E;8.162696107031604;27.3125711101839
446;E;7.991718466495865;18.719342774418752
447;C;8.464404869791743;28.94435682109971
448;B;9.930630225226437;20.89200474321267
449;A;10.468429465073042;17.977484173291764
450;C;13.101000985628154;16.319584018754362
451;B;8.003291918522418;18.18518188107123
452;B;11.968644796953168;17.670939088752625
453;E;9.572022311548983;21.022497334252925
454;A;9.901072580695134;20.96344388629919
455;B;11.349638984333208;20.018276120920486
456;A;7.754555956875403;22.6216290184781
457;B;10.764819492368101;27.143877648718046
458;A;10.332904416426112;25.697324812647942
459;A;10.984902528016299;11.090612189300579
460;A;10.578337287815636;4.676473190588272
461;C;14.91060027982179;25.60591946743564
462;C;8.724520031497368;11.798727809507474
463;B;8.938006089996364;18.6514075886439
464;E;8.753718947150471;12.979321843643843
465;B;8.88904576167949;9.188117374519882
466;B;8.725225745386965;23.24877636922873
467;D;12.378033062215103;24.55493096181588
468;B;12.84100849597971;16.540937595639683
469;E;8.858507412501048;4.453746247130541
470;A;8.335288853791543;16.722533310485105
471;E;10.942831112772808;22.35082403241528
472;A;8.895553911438057;11.126530587355226
473;D;11.265863635511021;21.100159518674936
474;B;10.405846041702599;19.90814090496203
475;E;6.968511770005536;23.47574899760653
476;A;13.095010402660122;20.71748221048492
477;B;13.591755346191043;14.161586354710668
478;E;8.774422619031228;27.179429009986947
479;B;9.224596880128031;19.04882256183818
480;C;10.57173078144981;19.836172762940407
481;C;10.668913579974049;14.400392245560823
482;B;11.31708854534566;17.34030649285094
483;C;14.0204090775327;14.691183715838594
484;B;9.6461055450119;18.962323640459463
485;E;8.403405510923093;30.27025088085406
486;A;7.241361543970946;11.768593142411863
487;B;8.538139920116162;10.318631612739553
488;E;9.933746054252406;28.827021964961652
489;D;13.589115727035576;18.744057937088805
490;B;8.964777401927657;15.9855635680405
491;C;10.447575903277796;26.23942812437646
492;B;9.967154207854495;16.366306761578816
493;A;12.376786546896168;30.956058281281617
494;B;15.053864851747242;24.067555228035616
495;B;8.938262454159359;17.072531551125785
496;B;9.021121114963556;32.943849279593024
497;A;12.088321754138144;16.36571046197997
498;E;11.363782979252623;24.452572232055843
499;E;13.693414651472068;21.795755482438953
